Branch_ID,Branch_Name,Branch_Tel,Branch_Zipcode,Branch_City,Branch_State,Branch_Region,
BX-719-564,Hilton Head BMW,344- 655-2326,29910,Bluffon,South Carolina,Southeastern,
BX-411-239,Rick Hendrick BMW Charleston,537- 366-8706,29407,Charleston,South Carolina,Southeastern,
BX-261-402,BMW of Columbia (South Carolina),069- 307-7340,29203,Columbia,South Carolina,Southeastern,
BX-430-558,BMW of Florence,570- 282-1589,29501,Florence,South Carolina,Southeastern,
BX-753-726,Century BMW (SouthCarolina),448- 983-6431,29607,Greenville,South Carolina,Southeastern,
BX-303-726,BMW of Myrtle Beach,539- 904-6567,29577,Myrtle Beach,South Carolina,Southeastern,
BX-059-003,BMW of Sioux Falls,016- 704-2954,57107,Sioux Falls,South Dakota,North Central,
BX-119-279,BMW of Nashville,204- 213-3997,37027,Brentwood,Tennessee,Southeastern,
BX-330-406,BMW of Chattanooga,410- 926-8970,37421,Chattanooga,Tennessee,Southeastern,
BX-530-165,Roadshow BMW,326- 638-0134,38018,Cordova,Tennessee,Southeastern,
BX-289-342,Rick Hill BMW,935-328-2688,37660,Kingsport,Tennessee,Southeastern,
BX-127-724,Grayson BMW,990- 838-5184,37922,Knoxville,Tennessee,Southeastern,
BX-044-012,Autoplex BMW,930- 448-2585,79109,Amarillo,Texas,South Central,
BX-438-422,BMW of Arlington,491- 017-0219,76011,Arlington,Texas,South Central,
BX-284-779,BMW of Austin,680- 057-5160,78729,Austin,Texas,South Central,
BX-421-795,BMW of South Austin,191- 634-5733,78744,Austin,Texas,South Central,
BX-066-197,BMW of Beaumont,350- 022-8914,77701,Beaumont,Texas,South Central,
BX-547-912,BMW of College Station,208- 178-6293,77845,College Station,Texas,South Central,
BX-922-127,BMW of Corpus Christi,014- 472-0123,78411,Corpus Chirsti,Texas,South Central,
BX-175-241,BMW of Dallas,705- 683-9409,75209,Dallas,Texas,South Central,
BX-514-433,BMW of EI Paso,990- 629-8195,79925,EI Paso,Texas,South Central,
BX-194-809,Autobahn BMW of Fort Worth,592- 014-7820,76107,Fort Worth,Texas,South Central,
BX-733-434,BMW of Grapevine,201- 049-6295,76051,Grapevine,Texas,South Central,
BX-872-598,Cardenas BMW,455- 364-4634,78550,Harlingen,Texas,South Central,
BX-654-253,BMW of Houston North,390- 945-5669,77090,Houston,Texas,South Central,
BX-023-739,Momentum BMW,750- 239-8382,77074,Houston,Texas,South Central,
BX-618-059,Advantage BMW Midtown,867- 285-4026,77002,Houston,Texas,South Central,
BX-871-065,BMW of West Houston,265- 059-4115,77449,Katy,Texas,South Central,
BX-182-115,Advantage BMW of Clear lake,992- 105-5705,77573,League City,Texas,South Central,
BX-909-376,Alderson European,933- 407-8504,79401,Lubbock,Texas,South Central,
BX-158-351,Bert Ogden BMW,943- 079-4495,78501,McAllen,Texas,South Central,
BX-310-233,BMW of the Permian Basin,524- 431-3443,79706,Midland,Texas,South Central,
BX-281-765,Classic BMW (Texas),040- 299-5343,75024,Plano,Texas,South Central,
BX-955-112,BMW of San Antonio,589- 610-6078,78249,San Antio,Texas,South Central,
BX-621-124,BMW of Temple,234- 335-0034,76502,Temple,Texas,South Central,
BX-456-962,BMW of the Woodlands,313-135-2828,77384,The Woodlands,Texas,South Central,
BX-632-011,BMW of Tyler,324-881-2857,75701,Tyler,Texas,South Central,
BX-789-511,BMW of Wichita Falls,916-470-8996,76301,Wichita Falls,Texas,South Central,
BX-685-095,BMW of Murray,833-649-4102,84107,Murray,Utah,Western,
BX-091-674,BMW of Pleasent Grove,833-649-5358,84062,Pleasant Grove,Utah,Western,
BX-945-038,The Automaster,877-566-7385,05482,Shelburne,Vermont,Northeastern,
BX-787-005,BMW of Alexandria,866-938-0919,22304,Alexandria,Virginia,Southeastern,  
BX-714-977,BMW of Charlottesville,888-897-2324,22911,Charlottesville,Virginia,Southeastern,
BX-255-736,BMW of Fairfax,855-298-4218,22031,Fairfax,Virginia,Southeastern,
BX-931-578,BMW of Lynchburg,877-573-6566,24501,Lynchburg,Virginia,Southeastern,
BX-765-716,Richmond BMW Midlothian,804-361-8758,23113,Midlothian,Virginia,Southeastern,
BX-964-789,Casey BMW,888-241-0271,23608,Newport News,Virginia,Southeastern,
BX-632-805,Richmond BMW,804-207-4692,23294,Richmond,Virginia,Southeastern,
BX-419-758,BMW of Roanoke,833-655-3031,24014,Roanoke,Virginia,Southeastern,
BX-568-823,BMW of Sterling,571-434-1944,20166,Sterling,Virginia,Southeastern,
BX-860-232,Checkered Flag BMW,757-260-5960,23462,Virginia Beach,Virginia,Southeastern,
BX-414-633,BMW of Bellevue,877-755-0552,98005,Bellevue,Washington,Western,
BX-229-373,BMW of Tri-Cities,800-646-0326,99352,Richland,Washington,Western,
BX-228-897,BMW Seattle,833-371-0804,98134,Seattle,Washington,Western,
BX-110-809,BMW of Spokane,877-606-8854,99207,Spokane,Washington,Western,
BX-860-109,BMW Northwest,156-915-8563,98424,Tacoma,Washington,Western,
BX-997-072,Moses BMW,617-917-6298,25177,Saint Albans,West Virginia,Southeastern,
BX-381-271,Enterprise BMW,877-364-8809,54913,Appleton,Wisconsin,East North Central,
BX-371-197,BMW of Madison,855-998-2491,53713,Madison,Wisconsin,East North Central,
BX-441-432,BMW of Milwaukee North,866-948-4315,53209,Milwaukee,Wisconsin,East North Central,
BX-388-690,International BMW,877-819-6869,53227,West Allis,Wisconsin,East North Central,
